,,,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0
Time,Country Name,Lookup,GDP (current US$) [NY.GDP.MKTP.CD],"Population, total [SP.POP.TOTL]","Revenue, excluding grants (% of GDP) [GC.REV.XGRT.GD.ZS]",Net official development assistance and official aid received (current US$) [DT.ODA.ALLD.CD],Net official development assistance received (current US$) [DT.ODA.ODAT.CD],"Public spending on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Health expenditure, public (% of GDP) [SH.XPD.PUBL.ZS]",Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]","Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]"
1999.0,Afghanistan,1999_Afghanistan,..,19987071.0,..,142860000.0,142860000.0,..,..,..,54.432878048780495,96.2
1999.0,Albania,1999_Albania,3434402453.294714,3108778.0,..,488150000.0,488150000.0,3.36038,2.52461238300769,..,73.79339024390245,24.3
1999.0,Azerbaijan,1999_Azerbaijan,4581222442.457831,7982750.0,17.572989181686218,169420000.0,169420000.0,4.21217,0.985430463576159,..,66.35548780487805,64.5
1999.0,Burkina Faso,1999_Burkina Faso,3014665572.208353,11281942.0,..,398600000.0,398600000.0,..,2.16817257813642,..,50.15456097560976,97.3
1999.0,Cameroon,1999_Cameroon,10486451906.6665,15513653.0,14.05793522299861,434290000.0,434290000.0,..,0.833734481733249,..,52.17385365853659,94.2
1999.0,Chad,1999_Chad,1534673503.5517304,8002899.0,..,187850000.0,187850000.0,3.22786,1.98983553815219,..,46.61773170731708,107.0
1999.0,Central African Republic,1999_Central African Republic,999477458.7304735,3569523.0,..,118090000.0,118090000.0,1.69002,1.827722049277,..,43.6708780487805,113.6
1999.0,Democratic Republic of Congo,1999_Democratic Republic of Congo,4711259427.272727,45889100.0,5.009276259206482,133970000.0,133970000.0,..,0.247696718321195,..,46.11324390243903,114.7
1999.0,Republic of the Congo,1999_Republic of the Congo,2353909441.700591,3044444.0,..,140350000.0,140350000.0,..,1.75276488457117,..,52.27121951219513,76.3
1999.0,Côte d'Ivoire,1999_Côte d'Ivoire,12556457526.935257,15802248.0,..,447360000.0,447360000.0,4.0357,1.77389475446152,..,46.83556097560976,101.0
1999.0,Equatorial Guinea,1999_Equatorial Guinea,621117853.413296,502169.0,..,20140000.0,20140000.0,..,1.36917989250512,..,47.73753658536586,101.3
1999.0,Gabon,1999_Gabon,4662991794.053955,1195919.0,..,47610000.0,47610000.0,3.08123,1.20918875967363,..,59.96812195121952,56.0
1999.0,Ghana,1999_Ghana,7718110780.948147,18384302.0,..,607780000.0,607780000.0,4.11037,2.59121193354649,..,56.953707317073174,67.0
1999.0,Guinea,1999_Guinea,3461282189.696433,8600911.0,11.971626516321862,237640000.0,237640000.0,2.36142,1.03407899518009,..,51.33563414634148,106.9
1999.0,Guatemala,1999_Guatemala,18317089473.090385,10941913.0,10.323847152464129,293140000.0,293140000.0,..,2.4579602898934,..,67.21519512195124,41.5
1999.0,Indonesia,1999_Indonesia,140001352527.2219,205946831.0,16.70998616602095,2122659999.9999998,2122659999.9999998,..,0.78934694634797,23.4,66.91024390243903,42.8
