WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0
512.0,AFG,GGR_NGDP,Afghanistan,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,n/a,n/a,n/a,n/a,6845.0,9826.0,12676.0,14733.0,18946.0,18986.0,17036.0,19391.0,21722.0,21265.0,25210.0,23683.0,28243.0,28878.0
914.0,ALB,GGR_NGDP,Albania,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,24168.0,25518.0,24109.0,23853.0,24826.0,24082.0,24424.0,24891.0,26016.0,25996.0,26705.0,26042.0,26146.0,25771.0,24908.0,23995.0,25442.0,25274.0
612.0,DZA,GGR_NGDP,Algeria,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,27363.0,29948.0,38272.0,34991.0,35449.0,37078.0,36024.0,40765.0,42814.0,39430.0,47001.0,36879.0,36637.0,39877.0,40368.0,37462.0,36136.0,34369.0
614.0,AGO,GGR_NGDP,Angola,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,n/a,n/a,52420.0,45822.0,35079.0,37304.0,37157.0,44125.0,50172.0,45823.0,50940.0,34561.0,43479.0,48835.0,45899.0,38093.0,39321.0,37211.0
311.0,ATG,GGR_NGDP,Antigua and Barbuda,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,20550.0,18710.0,19069.0,17706.0,19585.0,19106.0,20597.0,19780.0,22284.0,21736.0,21379.0,18707.0,22469.0,20480.0,19983.0,18437.0,21451.0,20594.0
213.0,ARG,GGR_NGDP,Argentina,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,23820.0,24325.0,24598.0,23638.0,23040.0,26027.0,29029.0,29217.0,29820.0,31534.0,33404.0,34292.0,37165.0,37384.0,40264.0,42578.0,42585.0,42586.0
911.0,ARM,GGR_NGDP,Armenia,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,17146.0,19334.0,16494.0,17046.0,16744.0,15217.0,15457.0,17895.0,18050.0,20085.0,20479.0,20867.0,21221.0,22088.0,22327.0,23275.0,23509.0,23324.0
193.0,AUS,GGR_NGDP,Australia,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,34489.0,36944.0,36429.0,35739.0,35264.0,35992.0,36223.0,36415.0,36429.0,35847.0,33960.0,33404.0,32025.0,32162.0,33099.0,33629.0,33967.0,34425.0
122.0,AUT,GGR_NGDP,Austria,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,50945.0,51047.0,50091.0,51072.0,49730.0,49645.0,49177.0,48158.0,47467.0,47608.0,48332.0,48490.0,48311.0,48284.0,49149.0,50015.0,49349.0,49468.0
912.0,AZE,GGR_NGDP,Azerbaijan,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,n/a,n/a,21219.0,18667.0,27304.0,26753.0,26826.0,25101.0,28019.0,28232.0,51113.0,40357.0,45652.0,45530.0,40453.0,39520.0,39186.0,36140.0
313.0,BHS,GGR_NGDP,The Bahamas,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,14602.0,13932.0,14877.0,14910.0,12718.0,12955.0,13440.0,14053.0,15588.0,16433.0,17194.0,16484.0,16584.0,18295.0,18060.0,16404.0,17108.0,18565.0
419.0,BHR,GGR_NGDP,Bahrain,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,21064.0,23164.0,30734.0,28373.0,28465.0,27509.0,26300.0,27837.0,26452.0,24937.0,27903.0,20052.0,22714.0,26030.0,26744.0,23251.0,27836.0,26402.0
513.0,BGD,GGR_NGDP,Bangladesh,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,10353.0,9823.0,9849.0,10035.0,11094.0,11375.0,10586.0,10853.0,11090.0,10821.0,11279.0,10848.0,11514.0,11911.0,12924.0,12910.0,13032.0,13337.0
316.0,BRB,GGR_NGDP,Barbados,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,31604.0,33697.0,31284.0,36170.0,34948.0,35719.0,35034.0,33325.0,32837.0,34875.0,35218.0,31767.0,33687.0,37704.0,36200.0,32079.0,33108.0,33574.0
913.0,BLR,GGR_NGDP,Belarus,General government revenue,"Revenue consists of taxes, social contributions, grants receivable, and other revenue. Revenue increases government?s net worth, which is the difference between its assets and liabilities (GFSM 2001, paragraph 4.20). Note: Transactions that merely change the composition of the balance sheet do not change the net worth position, for example, proceeds from sales of nonfinancial and financial assets or incurrence of liabilities.",Percent of GDP,,10864.0,10766.0,11145.0,44945.0,44518.0,45934.0,46016.0,47374.0,49070.0,49451.0,50675.0,45781.0,41593.0,38761.0,40530.0,41952.0,41952.0,41952.0
